"ndc","rxcui","atc4","atc4_name"
"10544036902",836395,"N02AX","Other opioids"
"10544036902",836395,"N02BE","Anilides"
"10544036902",836395,"N02AJ","Opioids in combination with non-opioid analgesics"
"10544037020",562508,"J01CA","Penicillins with extended spectrum"
"10544037228",891888,"N02AA","Natural opium alkaloids"
"10544037305",245134,"N01AH","Opioid anesthetics"
"10544037305",245134,"N02AB","Phenylpiperidine derivatives"
"10544037404",897702,"N02AA","Natural opium alkaloids"
"10544037630",1011705,"C01BB","Antiarrhythmics, class Ib"
"10544037630",1011705,"C05AD","Local anesthetics"
"10544037630",1011705,"D04AB","Anesthetics for topical use"
"10544037630",1011705,"N01BB","Amides"
"10544037630",1011705,"R02AD","Anesthetics, local"
"10544037630",1011705,"S01HA","Local anesthetics"
"10544037630",1011705,"S02DA","Analgesics and anesthetics"
"10544037702",864718,"N07BC","Drugs used in opioid dependence"
"10544037808",864706,"N07BC","Drugs used in opioid dependence"
"10544038028",1049683,"N02AA","Natural opium alkaloids"
"10544038156",1049621,"N02AA","Natural opium alkaloids"
"10544038228",1049223,"N02BE","Anilides"
"10544038228",1049223,"N02AA","Natural opium alkaloids"
"10544038308",1049227,"N02BE","Anilides"
"10544038308",1049227,"N02AA","Natural opium alkaloids"
"10544038402",1049216,"N02BE","Anilides"
"10544038402",1049216,"N02AA","Natural opium alkaloids"
"10544038508",1049272,NA,NA
"10544038642",833036,"N02BE","Anilides"
"10544038642",833036,"R05DA","Opium alkaloids and derivatives"
"10544040128",891881,"N02AA","Natural opium alkaloids"
"10544040228",892582,"N02AA","Natural opium alkaloids"
"10544040530",856853,"N06AA","Non-selective monoamine reuptake inhibitors"
"10544040630",855626,"D11AX","Other dermatologicals"
"10544040630",855626,"M01AB","Acetic acid derivatives and related substances"
"10544040630",855626,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"10544040630",855626,"S01BC","Antiinflammatory agents, non-steroids"
"10544040701",855633,"D11AX","Other dermatologicals"
"10544040701",855633,"M01AB","Acetic acid derivatives and related substances"
"10544040701",855633,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"10544040701",855633,"S01BC","Antiinflammatory agents, non-steroids"
"10544041260",483450,"N03AX","Other antiepileptics"
"10544041660",891893,"N02AA","Natural opium alkaloids"
"10544041960",199888,"N03AX","Other antiepileptics"
"10544042060",151226,"N03AX","Other antiepileptics"
"10544042160",199889,"N03AX","Other antiepileptics"
"10544043330",1738495,"N06AB","Selective serotonin reuptake inhibitors"
"10544043420",308194,"J01CA","Penicillins with extended spectrum"
"10544045530",311372,"R06AX","Other antihistamines for systemic use"
"10544047320",312615,"A07EA","Corticosteroids acting locally"
"10544047320",312615,"H02AB","Glucocorticoids"
"10544049990",313096,"C03DA","Aldosterone antagonists"
"10544052130",860981,"A10BA","Biguanides"
"10544052220",197517,"J01FA","Macrolides"
"10544052830",1801294,"A12BA","Potassium"
"10544052830",1801294,"B05XA","Electrolyte solutions"
"10544053290",856373,"N06AX","Other antidepressants"
"10544053390",856364,"N06AX","Other antidepressants"
"10544053830",198145,"A07EA","Corticosteroids acting locally"
"10544053830",198145,"H02AB","Glucocorticoids"
"10544054615",308191,"J01CA","Penicillins with extended spectrum"
"10544055390",866511,"C07AB","Beta blocking agents, selective"
"10544055430",898690,"C09AA","ACE inhibitors, plain"
"10544055810",199885,"J01MA","Fluoroquinolones"
"10544055810",199885,"S01AE","Fluoroquinolones"
"10544056530",628953,"A12BA","Potassium"
"10544056530",628953,"B05XA","Electrolyte solutions"
"10544056990",310459,"C10AB","Fibrates"
"10544057030",897666,"C08DA","Phenylalkylamine derivatives"
"10544057506",312086,"A04AA","Serotonin (5HT3) antagonists"
"10544057890",979092,"P01BA","Aminoquinolines"
"10544057930",861753,"A10BB","Sulfonylureas"
"10544057930",861753,"A10BA","Biguanides"
"10544058290",310384,"N06AB","Selective serotonin reuptake inhibitors"
"10544058390",313989,"N06AB","Selective serotonin reuptake inhibitors"
"10544058430",313988,"C03CA","Sulfonamides, plain"
"10544058530",311354,"C09AA","ACE inhibitors, plain"
"10544058830",261962,"C09AA","ACE inhibitors, plain"
"10544058960",861010,"A10BA","Biguanides"
"10544062330",311353,"C09AA","ACE inhibitors, plain"
"10544062630",197507,"A02BA","H2-receptor antagonists"
"10544062730",197506,"A02BA","H2-receptor antagonists"
"10544062990",197625,"C02CA","Alpha-adrenoreceptor antagonists"
"10544063030",861004,"A10BA","Biguanides"
"10544063230",858817,"C09AA","ACE inhibitors, plain"
"10544080930",1738511,"N06AB","Selective serotonin reuptake inhibitors"
"10544086830",309112,"J01DB","First-generation cephalosporins"
"10544090905",864675,"P01BB","Biguanides"
"10544090905",864675,"P01BB","Biguanides"
"10544090905",864675,"P01AX","Other agents against amoebiasis and other protozoal diseases"
"10544091330",312617,"A07EA","Corticosteroids acting locally"
"10544091330",312617,"H02AB","Glucocorticoids"
"10544093514",310992,"C01EB","Other cardiac preparations"
"10544093514",310992,"M01AB","Acetic acid derivatives and related substances"
"10544093514",310992,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"10544093514",310992,"S01BC","Antiinflammatory agents, non-steroids"
"10544093704",313564,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"10544093814",311681,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"10544093814",311681,"D06BX","Other chemotherapeutics"
"10544093814",311681,"G01AF","Imidazole derivatives"
"10544093814",311681,"J01XD","Imidazole derivatives"
"10544093814",311681,"P01AB","Nitroimidazole derivatives"
"10544094020",198335,"J01EC","Intermediate-acting sulfonamides"
"10544094020",198335,"J01EA","Trimethoprim and derivatives"
"10544094020",198335,"J01EE","Combinations of sulfonamides and trimethoprim, incl. derivatives"
"10544094914",1359105,"D11AX","Other dermatologicals"
"10544094914",1359105,"M01AB","Acetic acid derivatives and related substances"
"10544094914",1359105,"M02AA","Antiinflammatory preparations, non-steroids for topical use"
"10544094914",1359105,"S01BC","Antiinflammatory agents, non-steroids"
"10544094914",1359105,"A02BB","Prostaglandins"
"10544094914",1359105,"G02AD","Prostaglandins"
"10572010001",966920,"B05CB","Salt solutions"
"10572010001",966920,"B05XA","Electrolyte solutions"
"10572010001",966920,"A06AD","Osmotically acting laxatives"
"10572010001",966920,"A12CA","Sodium"
"10572010001",966920,"A12BA","Potassium"
"10572010001",966920,"B05XA","Electrolyte solutions"
"10572010001",966920,"A12CA","Sodium"
"10572010001",966920,"B05CB","Salt solutions"
"10572010001",966920,"B05XA","Electrolyte solutions"
"10572014762",476872,"A02BA","H2-receptor antagonists"
"10572030201",801054,"B05CB","Salt solutions"
"10572030201",801054,"B05XA","Electrolyte solutions"
"10572030201",801054,"A12BA","Potassium"
"10572030201",801054,"B05XA","Electrolyte solutions"
"10572030201",801054,"A12CA","Sodium"
"10572030201",801054,"B05CB","Salt solutions"
"10572030201",801054,"B05XA","Electrolyte solutions"
"10572081002",876193,NA,NA
"10572081005",876193,NA,NA
"10585086504",1371465,NA,NA
"10585086506",NA,NA,NA
"10592000101",314191,NA,NA
"10594822002",NA,NA,NA
"10594822003",NA,NA,NA
"10609068506",686400,"D10AF","Antiinfectives for treatment of acne"
"10609068506",686400,"J01FA","Macrolides"
"10609068506",686400,"S01AA","Antibiotics"
"10609074701",197500,"C03BA","Sulfonamides, plain"
"10631000830",2047772,"C07AB","Beta blocking agents, selective"
"10631000930",2047775,"C07AB","Beta blocking agents, selective"
"10631001030",2047766,"C07AB","Beta blocking agents, selective"
"10631001130",2047769,"C07AB","Beta blocking agents, selective"
"10631001917",2200520,"A10BA","Biguanides"
"10631009160",207864,NA,NA
"10631009307",1085738,"A01AC","Corticosteroids for local oral treatment"
"10631009307",1085738,"C05AA","Corticosteroids"
"10631009307",1085738,"D07AB","Corticosteroids, moderately potent (group II)"
"10631009307",1085738,"D07XB","Corticosteroids, moderately potent, other combinations"
"10631009307",1085738,"H02AB","Glucocorticoids"
"10631009307",1085738,"R01AD","Corticosteroids"
"10631009307",1085738,"R03BA","Glucocorticoids"
"10631009307",1085738,"S01BA","Corticosteroids, plain"
"10631009420",206546,"D07AD","Corticosteroids, very potent (group IV)"
"10631009620",206548,"D07AD","Corticosteroids, very potent (group IV)"
"10631009808",543812,NA,NA
"10631009928",543464,NA,NA
"10631010004",208118,"D01AC","Imidazole and triazole derivatives"
"10631010115",208117,"D01AC","Imidazole and triazole derivatives"
"10631010215",977980,"D07AC","Corticosteroids, potent (group III)"
"10631010315",977992,"D07AC","Corticosteroids, potent (group III)"
"10631010515",1370752,"A01AC","Corticosteroids for local oral treatment"
"10631010515",1370752,"A07EA","Corticosteroids acting locally"
"10631010515",1370752,"C05AA","Corticosteroids"
"10631010515",1370752,"D07AA","Corticosteroids, weak (group I)"
"10631010515",1370752,"D07XA","Corticosteroids, weak, other combinations"
"10631010515",1370752,"H02AB","Glucocorticoids"
"10631010515",1370752,"S01BA","Corticosteroids, plain"
"10631010515",1370752,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"10631010515",1370752,"S02BA","Corticosteroids"
"10631010608",211621,NA,NA
"10631010704",1086309,"D10AB","Preparations containing sulfur"
"10631010704",1086309,"D01AE","Other antifungals for topical use"
"10631010704",1086309,"S01BC","Antiinflammatory agents, non-steroids"
"10631011531",1299203,"D10AD","Retinoids for topical use in acne"
"10631011531",1299203,"D10BA","Retinoids for treatment of acne"
"10631011631",1300006,"D10AD","Retinoids for topical use in acne"
"10631011631",1300006,"D10BA","Retinoids for treatment of acne"
"10631011731",1300014,"D10AD","Retinoids for topical use in acne"
"10631011731",1300014,"D10BA","Retinoids for treatment of acne"
"10631011831",1300016,"D10AD","Retinoids for topical use in acne"
"10631011831",1300016,"D10BA","Retinoids for treatment of acne"
"10631012101",1301694,"G01AD","Organic acids"
"10631012101",1301694,"D07AC","Corticosteroids, potent (group III)"
"10631012204",1790329,"D07AC","Corticosteroids, potent (group III)"
"10631013331",1547563,"D10AD","Retinoids for topical use in acne"
"10631013331",1547563,"D10BA","Retinoids for treatment of acne"
"10631017620",105152,"J01CA","Penicillins with extended spectrum"
"10631020601",861027,"A10BA","Biguanides"
"10631027805",992496,"D10AE","Peroxides"
"10631027905",992494,"D10AE","Peroxides"
"10631028604",885109,"G01AD","Organic acids"
"10631028605",885109,"G01AD","Organic acids"
"10631040501",759719,"A01AC","Corticosteroids for local oral treatment"
"10631040501",759719,"A07EA","Corticosteroids acting locally"
"10631040501",759719,"C05AA","Corticosteroids"
"10631040501",759719,"D07AA","Corticosteroids, weak (group I)"
"10631040501",759719,"D07XA","Corticosteroids, weak, other combinations"
"10631040501",759719,"H02AB","Glucocorticoids"
"10631040501",759719,"S01BA","Corticosteroids, plain"
"10631040501",759719,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"10631040501",759719,"S02BA","Corticosteroids"
"10631040601",759717,"A01AC","Corticosteroids for local oral treatment"
"10631040601",759717,"A07EA","Corticosteroids acting locally"
"10631040601",759717,"C05AA","Corticosteroids"
"10631040601",759717,"D07AA","Corticosteroids, weak (group I)"
"10631040601",759717,"D07XA","Corticosteroids, weak, other combinations"
"10631040601",759717,"H02AB","Glucocorticoids"
"10631040601",759717,"S01BA","Corticosteroids, plain"
"10631040601",759717,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"10631040601",759717,"S02BA","Corticosteroids"
"10631040701",1540356,"A01AC","Corticosteroids for local oral treatment"
"10631040701",1540356,"A07EA","Corticosteroids acting locally"
"10631040701",1540356,"C05AA","Corticosteroids"
"10631040701",1540356,"D07AA","Corticosteroids, weak (group I)"
"10631040701",1540356,"D07XA","Corticosteroids, weak, other combinations"
"10631040701",1540356,"H02AB","Glucocorticoids"
"10631040701",1540356,"S01BA","Corticosteroids, plain"
"10631040701",1540356,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"10631040701",1540356,"S02BA","Corticosteroids"
"10631048801",897693,"C08DA","Phenylalkylamine derivatives"
"10631048901",897700,"C08DA","Phenylalkylamine derivatives"
"10631049001",897714,"C08DA","Phenylalkylamine derivatives"
"10631056520",404690,NA,NA
"10648010002",NA,NA,NA
"10648010004",NA,NA,NA
"10648020001",NA,NA,NA
"10648040005",NA,NA,NA
"10695001908",1053346,"A06AD","Osmotically acting laxatives"
"10695001908",1053346,"A12CC","Magnesium"
"10695001908",1053346,"B05XA","Electrolyte solutions"
"10695001908",1053346,"D11AX","Other dermatologicals"
"10695001908",1053346,"V04CC","Tests for bile duct patency"
"10695003910",1991680,NA,NA
"10695008521",1947968,NA,NA
"10702000109",1810304,"A08AA","Centrally acting antiobesity products"
"10702000201",992438,"D04AA","Antihistamines for topical use"
"10702000201",992438,"R06AD","Phenothiazine derivatives"
"10702000801",1049611,"N02AA","Natural opium alkaloids"
"10702000901",1049618,"N02AA","Natural opium alkaloids"
"10702001706",1363288,"R06AB","Substituted alkylamines"
"10702002301",1049696,"N02AA","Natural opium alkaloids"
"10702002501",803353,"A08AA","Centrally acting antiobesity products"
"10702002601",968766,"A08AA","Centrally acting antiobesity products"
"10702002701",900038,"A08AA","Centrally acting antiobesity products"
"10702002901",803348,"A08AA","Centrally acting antiobesity products"
"10702003615",2101899,NA,NA
"10702004001",904368,NA,NA
"10702004401",978654,"A08AA","Centrally acting antiobesity products"
"10702004501",979549,NA,NA
"10702005216",995241,"N05BB","Diphenylmethane derivatives"
"10702005501",992656,"S01FA","Anticholinergics"
"10702005501",992656,"A03BB","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
"10702005501",992656,"R05DA","Opium alkaloids and derivatives"
"10702005701",1049686,"N02AA","Natural opium alkaloids"
"10702006501",884386,"N06BA","Centrally acting sympathomimetics"
"10702006601",884385,"N06BA","Centrally acting sympathomimetics"
"10702007001",977939,"N02AA","Natural opium alkaloids"
"10702007101",977942,"N02AA","Natural opium alkaloids"
"10702007501",1091145,"N06BA","Centrally acting sympathomimetics"
"10702007601",1091225,"N06BA","Centrally acting sympathomimetics"
"10702010001",1091497,"N06BA","Centrally acting sympathomimetics"
"10702010101",1091150,"N06BA","Centrally acting sympathomimetics"
"10702010201",1091392,"N06BA","Centrally acting sympathomimetics"
"10702010601",899557,"N06BA","Centrally acting sympathomimetics"
"10702010701",899518,"N06BA","Centrally acting sympathomimetics"
"10702010801",899548,"N06BA","Centrally acting sympathomimetics"
"10702015016",992668,"S01FA","Anticholinergics"
"10702015016",992668,"A03BB","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
"10702015016",992668,"R05DA","Opium alkaloids and derivatives"
"10702016350",1091341,"N06BA","Centrally acting sympathomimetics"
"10702016901",849515,"H01BA","Vasopressin and analogues"
"10702017001",833008,"H01BA","Vasopressin and analogues"
"10702018401",1049635,"N02BE","Anilides"
"10702018401",1049635,"N02AA","Natural opium alkaloids"
"10702019201",856987,"N02BE","Anilides"
"10702019201",856987,"R05DA","Opium alkaloids and derivatives"
"10702019301",856992,"N02BE","Anilides"
"10702019301",856992,"R05DA","Opium alkaloids and derivatives"
"10702019401",856980,"N02BE","Anilides"
"10702019401",856980,"R05DA","Opium alkaloids and derivatives"
"10702022321",308429,"P01AX","Other agents against amoebiasis and other protozoal diseases"
"10702027703",205284,"L04AA","Selective immunosuppressants"
"10702027803",205285,"L04AA","Selective immunosuppressants"
"10702080101",1860157,"N02AA","Natural opium alkaloids"
"10702080301",1860129,"N02AA","Natural opium alkaloids"
"10702080501",1860137,"N02AA","Natural opium alkaloids"
"10706009030",309599,NA,NA
"10706083700",311430,"A02AA","Magnesium compounds"
"10706083700",311430,"A06AD","Osmotically acting laxatives"
"10706083700",311430,"A12CC","Magnesium"
"10706211701",NA,NA,NA
"10706224201",197662,"G03CA","Natural and semisynthetic estrogens, plain"
